"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",20,22901.8,9823.35,9230.65
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",24,23580.33,10230.08,9643.16
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",77,46454.59,12162.1,11211.98
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",16,71600.81,13215.75,12864
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",24,21428.37,13262.2,12614.66
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",42,34471.3,12105.5,11561.45
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",66,64552.27,19288.59,16649
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",41,45092.8,13047.53,12039.12
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",16,29123.43,10822.75,10258.75
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150064,"FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","CONNERSVILLE","IN",47331,"IN - Indianapolis",16,22836.43,11543,10562.5
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",12,39997.16,10999.75,10533.41
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",33,30309.15,12944.15,12279.09
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",58,43006.65,11783.87,10477.67
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",38,51553.02,15095.65,12992.15
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",18,35338.33,11021.88,10461.22
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",89,42964.75,12771.04,11610.41
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",46,47155.52,12900.13,12223.82
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",16,56347.5,12099.25,11391.75
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",46,33972.54,10818.08,10231.67
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",37,25535.21,11879.51,11048.4
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",43,27020.81,11611.32,11018.37
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",65,16368.98,9701.72,9079.2
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",60,33380.5,12178.21,11129.86
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",21,35367.76,11901.42,10290.28
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",23,32156.56,10112.3,9427.43
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",27,54539.33,12302.18,11678.03
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",14,36438.21,11888.21,10924.78
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",57,25792.92,11074.4,10452.47
"177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",32,38558.5,12260.78,9460.46
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150001,"JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN",46131,"IN - Indianapolis",15,22018.53,7789.13,6887.8
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",27,22388.92,9876.7,8876.51
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150003,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","1501 HARTFORD ST","LAFAYETTE","IN",47904,"IN - Lafayette",21,19713.95,7601.04,6477.19
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",15,31192.13,9792.8,9113.6
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",18,21913.27,7937.22,7313.66
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",21,29502.14,7072.95,6400.66
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",43,20913.9,8083.97,7225.88
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",14,33861.71,8057.35,7096.21
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",19,19357.89,8657.52,7916.15
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",25,26016.84,9338.92,8141.88
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",22,24602.63,9452.63,7584.77
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",31,32883.9,9481.64,6986.74
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",17,24091.23,10434.23,7412.47
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",19,26715.57,7848.84,7125.73
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",32,31510.15,8992.59,8502.34
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",12,15909.16,13017.91,12171.58
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",55,24441.41,8024.89,7332.09
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",19,23009.52,8595.42,7794.47
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",34,28817.82,8623.17,7744.82
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150038,"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","MARTINSVILLE","IN",46151,"IN - Indianapolis",11,32965.27,7944,7329.45
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",16,15901.75,7532.87,6756.62
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",43,25333.86,7762.23,6740.46
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",11,50857.27,8589.09,8186.18
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",24,15282.12,9688.62,8206.7
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",66,20707.69,8925.31,7486.95
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",63,40020.23,13757.92,12050.19
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",25,29708.12,9243.68,8601
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",14,28427.21,8023.14,7226
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150061,"DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN",47501,"IN - Evansville",12,12000.33,7218.58,5853.41
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150064,"FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","CONNERSVILLE","IN",47331,"IN - Indianapolis",15,18665.6,8456.53,7524.93
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",19,18817.63,8734.42,7213.52
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",25,21205.48,8035.84,7140.48
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",14,18588.57,8810.28,8004
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150075,"BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","BLUFFTON","IN",46714,"IN - Fort Wayne",13,29925.38,7749.92,7150.23
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",58,25250.72,7670.86,7068.03
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",67,32400.32,9545.85,8854.16
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",24,24800.41,8125.91,7646.79
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",39,32792.94,9111.07,7981.02
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",44,29551.97,9182.09,8531.31
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",11,23462.09,8672.81,8067
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150097,"MAJOR HOSPITAL","150 W WASHINGTON ST","SHELBYVILLE","IN",46176,"IN - Indianapolis",15,28324.6,8658.26,8209.73
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",23,22552.21,7772.73,6915.6
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",24,17844.16,9827.41,6553.16
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",27,20617.37,8650.96,7944.14
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",18,14316.38,7252.77,6568.11
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",37,24604.43,8809.1,7577.7
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",20,24662.95,8545.8,8022.25
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",28,47820.67,8493.39,7766.82
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",21,37518.71,9283.61,7941.42
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"IN - Indianapolis",13,21644.46,9012.3,8238.46
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",32,22672.09,7955.71,7147.09
"178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",16,30437.12,7580.18,6953.43
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150001,"JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN",46131,"IN - Indianapolis",16,21655.75,7682.31,6428.37
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",49,27325.85,9032.63,8159.04
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150003,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","1501 HARTFORD ST","LAFAYETTE","IN",47904,"IN - Lafayette",15,17174.86,7108.6,6806.73
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",20,26650.1,8775.8,8156.4
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",29,17688.48,7481.2,6627.96
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",19,27981.42,6917,6326.26
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",86,19302.52,7083.5,6238.3
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",15,24102,8830.8,7981.8
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",29,17520.24,7408.75,6828.72
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",33,32600.18,7305.48,6511.81
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",61,15112.75,7772.04,6884.62
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",77,18492.53,8324.57,7649.31
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",44,25265.88,7942.97,7349.18
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",50,36584.82,7567.7,6957.48
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",104,21386.9,7591.49,6678.84
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",89,24055.69,8847.89,6524.12
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",72,26532.88,7973.43,6876.05
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150024,"WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN",46202,"IN - Indianapolis",34,20884.02,11885.23,10992.88
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",29,23832.96,7365.58,6745.44
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",30,32499.13,8198.83,7487.26
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",77,27453.46,7434.45,6367.55
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",29,24228.2,7669.86,6953.24
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",33,30290.27,7635.45,7082.15
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",88,18414.82,7208.36,6486.37
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150038,"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","MARTINSVILLE","IN",46151,"IN - Indianapolis",13,26188.76,7176.23,6399.92
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",37,15384.64,6924.02,5913.62
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",88,24279.46,7244.09,6380.76
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",20,44277.4,7448.25,7056.85
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",116,14865.84,8696.85,7754.08
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",26,20976.19,7478.42,6876.26
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",133,34705.38,11695.72,10425.93
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150057,"FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","1201 HADLEY RD","MOORESVILLE","IN",46158,"IN - Indianapolis",13,21343.15,7548.07,6075.69
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",40,30895.2,8400,7346.1
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",14,21755.07,7254,6694.85
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150061,"DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN",47501,"IN - Evansville",12,12657.5,7667.5,6826.5
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150064,"FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","CONNERSVILLE","IN",47331,"IN - Indianapolis",62,18107.93,8122.32,7329.72
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",24,21001.08,7603,6856.33
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",41,23230.97,7032.73,6701.41
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",96,18772.02,8421.19,7692.83
"189 - PULMONARY EDEMA & RESPIRATORY FAILURE",150075,"BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","BLUFFTON","IN",46714,"IN - Fort Wayne",19,26829.73,9257.52,5165.89
